id,text,category
754,"Negatives: bed (when used for Sofitel beds from all over the world there you do not stay here), bedding (old polyester), housekeeping (both mornings the room was not cleaned properly and coffee and care materials were not replenished and the room was not very clean with large stains on the curtains), room facilities (if you love retro 70s you love the TV in the room).",1
755,"however, do not accept rooms 701 or 702 if you are a light sleeper (like me.) the rooms are on the ground floor, off the courtyard.",0
756,"if you're looking for a great - and cheap - seafood restaurant, then try la paradeta on c/comercial 7 about a 15 minute walk from the hotel.",0
757,The hotel is very tired and is in desperate need.,1
758,The hotel should give a password out to guests that check-in or at least program a time-out to avoid this frustrating situation.,1
759,Stay in courtyard room-very quiet.,0
760,"However, be prepared that most restaurants and hotels are working at half of their usual staff since Katrina.",0
761,but the bathroom was tired and in need of refurbishment.,1
762,They have to see those food temperatures,1
763,must be cleaned chair upholstery.,1
764,"One word of caution - drink lots of bottled water and watch the food preparation, making sure your food has been cooked all the way.",0
765,i would recommend staying on the club floors if you choose this hotel.,0
766,"The driver can take you from place to place, for a reasonable price.",0
767,"Stay away from this hotel, if you really need to be downtown stay in a well known chain for a few extra bucks, your peace of mind will be worth it.",0
768,I really advise the hotel,1
769,If you can get the rate this is a great stop and staff have a lot of nice touches like us to get some water taxi back to the airport.,1
770,"The buffet breakfast was very complete, and could be supplemented with eggs made to order, pancakes, omelets, toast or French.",1
771,"The pool area is beautiful, but the pool itself could use a good scrub down.",1
772,Room Service serviceRoom management needs.,1
773,"at bar called vang gogh the owner play piano.....try the dada falafel at oranien str, and cafe einstein.",0
774,"you would be right next to shopping areas, canal tours, madamme tussauds, close to red light district and anne frank house.",0
775,an early arrival is always fraught with problems (one has little choice about when to arrive due to airline schedules).,0
776,Moon could dampen this noise significantly if they were to seal the door to make it better fit in the doorframe.,1
777,Definitely avoid travelling by Easyjet at weekend late evenings!,0
778,"I would recommend this place, but arm yourself with good information from people who have stayed there before.",0
779,public areas are to expect a 2-3 star hotel - everyone again in need of a major upgrade.,1
780,"My suggestion to anyone considering the Moore: If you want the low price, stay outside of DT since you will have to pay for parking anyways, or break the bank and stay at a nicer place!",0
781,and curtains could do with a splash of color.,1
782,The hotel should give guests a password check or less program a timeout to avoid this frustrating situation.,1
783,there are also other/ better hotel options than this one in the area.,0
784,"right around the corner, about a five minute walk away, is a wonderful boulangerie, cheese shop, green grocer, wine shop and bistro.",0
785,you can catch a tram from outside the hotel to all areas.,0
786,certainly avoid the rooms at the back if you can,0
787,if you catch them right your in a 4 star hotel - if not -your going to get pot luck on some services.,0
788,"The breakfast consisted of donuts and muffins, if you were fast enough.",1
789,"Take our advice, stay at home, save your money if this is where you plan to vacation.",0
790,This is a great hotel if you want to stay somewhere a little different.,0
791,but most bathrooms are urgently renovation (the existing to the 60 years from the year!).,1
792,"I understand it, an apology would have been nice.",1
793,I have to comment to anyone who is thinking of going to a Caribbean Resort...YOUR VACATION IS AS GOOD OR BAD AS YOUR EXPECTATION.,0
794,"tho some rooms don't necessarily have a view, so ask for one at the front of the building (but this will be noisier if you leave the windows open).",0
795,if you want peace and quiet then this is the place for you -,0
796,Be careful with this hotel.,0
797,The only thing better would be overlooking the sea.,1
798,La Luna could mitigate this noise significantly if they were to seal the door so it fits better in the door frame.,1
799,We highly recommend the Clarendon Hotel and Suites.,0
800,"if you don't have alot of stamina, skip this place.",0
801,"but if the main woman isn't at the front desk, forget about helpful dinner directions.",0
802,"you just want a base from which to explore this beautiful city,",0
803,You can find specials and packages on their website..,0
804,this is not the place to stay if you are on a romatice getaway.,0
805,"We would recommend the Laurel enthusiastically to our friends, unless they need to be downtown.",0
806,"if i could give you one piece of advice -- either pay more for a hotel closer to where you will actually be doing things, or come back at another time.",0
807,"quilt, curtains and furniture in need of replacement.",1
808,If you expect 5 star service then dont leave your country where you have all the modern facilities.,0
809,the cafe off the main lobby is expensive for coffee - plenty of local nice places on the 9 streets which are literally on the next block down;,0
810,Ps Do the circle line boat tour to see the statue of liberty and the new york skyline it is fantastic.,0
811,"What respectable hotel, especially one with such expensive rooms have the guts charge also accommodation for guests cars?",1
812,Dont hesitate to stay here unless you are upper class American and only expect the very very best.,0
813,Please remember to tip the staff.,0
814,if you want something a bit different i am sure you will find a bed and breakfast of better quality at a fraction of the price.,0
815,"skip the 15 euro breakfast and walk out of the hotel, turn left, walk 15 steps and you are at a wonderful bakery!",0
816,"The room was fine, but be warned, the adjacent Hilton is building a high proportion of time directly on the building at the Ilikai, Diamond Head side.",1
817,"Which means, do not expect your family of four at home in a room.",1
818,but if you have any trouble with your sleep think what i just wrote above.,0
819,I hope they update their website to advise of this.,1
820,it is overly expensive unless you stay off the main strip,0
821,"If you expect no more than that, you won't be disappointed.",0
822,The room - on the executive floor - could have used a good dusting.,1
823,the lobby could use some work as well.,1
824,Make your reservations as soon as you get there.,0
825,I would NOT recommend this hotel to anyone I liked.,0
826,"The director should have been promoted for a long time -I never meet again a man who was so happy to help and fix everything, it was wonderful problems-.",1
827,"the hotel is near the marina, which is great if you want to be near the beach, but is not in the centre of things...",0
828,Desk staff needs to go to a Waldorf class on manners.,1
829,a great place to stay especially if you want quick access to the rijks and/or van gogh museums.,0
830,"However if you are travelling with a laptop they provide free internet in the rooms ,decent speed ~2mbps, ask at reception for pass code.",0
831,subway is very easy to use  2 euro for each ride or less if you buy a carnat of 10 tickets.,0
832,"also, take a trip to manly beach if you have time,",0
833,"For what we paid for those rooms, they should have been kind enough we do not ream parking.",1
834,if you are thinking of visiting amsterdam please do not look anywhere else!,0
835,"the comforter, drapes and furniture were in need of replacement.",1
836,guests should know all of these facts before choosing to book this hotel.,0
837,if i was to give a couple of tips for staying in san francisco they would be avoid fishermans wharf unless you like really touristy trash,0
838,Also this is a safer area than say- Sol and the Gran Via-where I saw an attempt at pic-pocketing etc at night time.,0
839,"I highly recommend the hotel, especially at the priceline rate of $55.00 per night ,+ tax and fees,.",0
840,"Please be aware that there is a steep stairs in this hotel, it was not that for anyone with walking difficulties suitable",1
841,We had a very pleasant stay and I would highly recommend anyone to stay there.,0
842,we were thrilled to be upgraded to the suite on the ground floor - check out the photos on the hotel website - all true!,0
843,"however there are plenty of hotels around there, which would certainly do more in every aspect than only acclaiming its history, reputation and services on pamphlets.",0
844,"if we return to barcelona, we will definitely stay at hotel barcelona universal again and would highly recommend it to anyone.",0
845,Keep in mind that the walls of this hotel are very thin.,1
846,The hotel is absolutely a manager who knows what's going on in the village.,1
847,other things to know: the large revolving front door is locked after midnight at some point - you need to press the green lighted button on the bellstand which then rings the night manager inside to let you in;,0
848,just walk 5 yards onto ramblas and hail one - never took me longer than 30 seconds.,0
849,"If you book a room, ask for a space needle view--I stayed on the 6th floor in a corner room and had a nice view.",0
850,"go one stop to drassanes and you'll find yourself down by the port and mare magnum shopping centre, where there's plenty of restaurants on offer.",0
851,"larger rooms, a bar on the ground floor, the largest reception, but it would not be the hotel it is.",1
852,and in my oppinion a hostel would be better than wasting your money on a somewhat dodgy three stars.,0
853,"So if you check in and they allocate room 1238, make sure you have your own mirror.",1
854,there are plenty of restaurants nearby including the hard rock cafe just across the canal.,0
855,"You can rent innertubes or floats ,about $10 for the day each,.",0
856," i suppose what you are paying for is the hotel's dam square location, but considering how easy it is to get around in amsterdam, and considering how noisy and dirty the dam is, why not stay some place a little further away and just walk over?",0
857,"would recommend the pulitzer hotel to any-one going to barcelona,go on book it now!",0
858,"Do not expect a excellent view, but you cant get it all.",0
859,"regarding security, if you are sensible barcelona is no more dangerous than london, manchester, leeds etc. i wear rohan or meyer trousers both of which have zipped security pockets inside a front pocket, where i keep some money for the day.",0
860,be prepared to pay 4 euro for an in-room coffee made yourself by the coffeemaker in the room (and then add the tax to it) or 7 euro for a coke taken from you minibar (again without the tax).,0
861,though you can always sleep with earplugs.,0
862,"If you go to the Mexican, dont leave without savoring mega amounts of a local topping called pico de gauaio.",0
863,"Food overcooked, at least the water in the coffee was drinkable and not be fooled by free newspaper there if you read the label of the put on the CD you will see that you will be charged for $$$$.",1
864,One small note -- there is a great Vietnamese restaurant around the corner called Bambuza -- don't miss it!,0
865,"Other than the frozen drinks, I would not reccommend a mixed drink here.",0
866,If you want to soak in the hot-tub or swim in the pool at the end of a long day look for other accommodations.,0
867,Some suggestions for those going for a long weekend trip .... Book the Beantown Trolley Tour.,0
868,"I guess the bottom line is that if you are a diver and plan to dive, I would not stay there.",0
869,"But if you open your mind and realize you are experiencing how others live, you will love it.",0
870,"The only warning I have to offer is if you want to sleep past 8 AM, make sure you hang the do not disturb sign on your door.",0
871,Ask for room with an odd number thats starts over 13.,0
872,"and (if the weather is good), the rooftop terrace is a great addition (although the pool is probably better for kids to splash in rather than trying to actually swim in).",0
873,and older travellers ought to beware of the extremely steep steps that lead up to the reception and rooms.,0
874,Treadmills were in very bad need of repair.,1
875,be warned though - the last half of that is up a steep slope.,0
876,but the whole place is a restoration in serious need.,1
877,YOu do have to shop around on the newt to get best deal.,0
878,so I really highly recommend.,0
879,"when you check-in, be aware that if you are given a room in the back of the hotel, reachable through elevator #5, you are going to have a terrible experience.",0
880,Cleanliness is not a priority in this area - goes so with that in mind.,1
881,"aims to promote the manager a long time ago, -I never meets a man who was so happy to help again and rectify any problems-it was wonderful.",1
882,"I recommend adding the breakfast to the room charge, the buffet is varied and an excellent value.",0
883,Stayed here for a conference and would not advise it for people with other options.,0
884,if you're a student take your nus card to get discounts on entrance fees.,0
885,"my advice is book a hotel in an area with more charm, unless you want to be downtown,",0
886,"This hotel should not be allowed to call himself a Sofitel as the rooms are well below the standard, however staff is up to it.",1
887,"there is a very nice business center on the 9th floor where you can do your flight check ins,",0
888,"the breakfastbuffet was complete and could be supplemented by eggs cooked to order, pancakes, omelets or French toast.",1
889,Just fill out the card with the time slot you wish your breakfast to arrive at your room.,0
890,although the marble in the bathrooms could have used a thorough cleaning as they had dirt and rust stains.,1
891,a chair would be useful for longer than one night stays.,0
892,they need to watch those food temperatures,1
893,Do not walk in the attic late at night although the carpet is very humid.,1
894,Much better option is to venture a little into the side streets.,0
895,a smile or even some recognition when handing over the keys would be nice).,1
896,I highly recommend spending the extra money and staying in one of the rooms on the club level.,0
897,"and if you have a skateboarder in the party (as we did) it is very convenient for several of the better spots (macba, universitat, one stop on metro to paral.",0
898,The rooftop terrace offers a nice view of the city at sunset while enjoying a few evening drinks even in february I would definitely recommend this hotel and will have no hesitation in staying here again,0
899,"the breakfast doesn't really rise above standard eurofare, though if you just need some fuel for the day ahead it'll do.",0
900,Beware: some rooms are very small and outdated,1
901,"if you're looking for a great meal out in a modern, chic setting, this is the place for you.",0
902,"The room itself was small, but no smaller than other large city hotels- if you want room to walk, Id suggest taking the F down to Ferry Plaza.",0
903,development of good dining - but recommend a water barrier to stop the shower get wet carpet,1
904,"if you take the train from the airport(very easy), you get off at central station and catch the #2 trolly.",0
905,"If you receive this, please note: It is NOT APPLICABLE to Sarentos , roof-top-expensive-incredible views, Restaurant.",0
906,You may be well advised to try another address...,0
907,"if you turn left when exiting the hotel you can expect to find a prettier, quieter, more picturesque side of amsterdam with nicer cafes, bars and restaurants offering more reasonable prices for better food and drink.",0
908,and I must say that it was in desperate need of an update (and I'm not picky).,1
909,"However, there is a good advantage to this hotel if you have a car.",0
910,"and materials you can see it's all cheap decor (doorframe is a plastic material), but if that crap doesn't matter to you it should be no problem.",0
911,and other entrepreneurs would agree that some sort of action should be taken by the owner of this hotel for its guests.,1
912,visit the boqueria market just off las ramblas - the fruit and veg in particular is an amazing sight.,0
913,"When we booked the room description on the website says that it came with separate lounge area, despite raising the issue with the reception, we were basically told that it was not, I guess needs someone to change the site.",1
914,Choose to go to the specialty resturants on other nights.,0
915,but get a room above the fourth floor!!,0
916,There are some cons about this hotel - REMEMBER - if you drive down your parking is NOT FREE,0
917,a smile or even some recognition for distribution key would not hurt).,1
918,"Quiet for the most part, the room was adequate, but could be some minor renovation tolerated.",1
919,"So, we would recommend this property if you are happy with 3-star hotels or lower.",0
920,"Meaning, dont expect your family of four to be comfortable in one room.",1
921,Just remember to GO EARLY.,0
922,"If youre in the mood to splurge, the Royal Hawaiian ,pink hotel, has a great breakfast but it is pricey.",0
923,there is a free office facility on the 9th floor (2 pcs and printers) which might prove handy to you.,0
924,I really recommend the hotel,1
925,but a deposit gives you that piece of mind (just a suggestion).,0
926,The hotel is very old and is in desperate need of reform.,1
927,"Room was big, bath was lovely, but watch out for the tile floor after you shower.",1
928,"and we had a balcony and a great view of the Space Needle (I'd recommend asking for a space needle view, if you book).",0
929,"When we booked the room the description on the website said it came with a separate seating area, despite raising the issue with reception we were basically told this was not so , I guess someone needs to amend the website.",1
930,"Beware, if you use the Grayline for transportation, allow plenty of time, as they ran up to an hour late.",0
931,"Could be a real gem since it is an older property/building and could get some of its original character back with some renovating, and better front desk staff.",1
932,"If you do stay there and even if you dont, make sure you have dinner at House of Nanking on Kearny - excellent",0
933,"other travel tips:sagrada familia: take the elevator with the shorter line, to the right of the entrance (easy to miss this one bec you get swept into the church with the rest of the crowds to the opposite elevator).",0
934,they need to watch these foods temperatures,1
935,"If you want Wolfgang Puck, you should stay home to get it.",0
936,the anne frank house is round the corner (go late to avoid queues),0
937,Rooms need upgrading badly (and our view was of the roof!) And a good cleaning!,1
938,The point is - do not advertise the service if there are warnings that go with it.,1
939,"the ceiling, curtains and furniture was would have to be replaced.",1
940,This is much safer and far more convenient than hailing taxis from the street.,0
941,Spa really needs cleaning (avoid steam).,1
942,I do not mean that the staff was most accommodating.,1
943,Be careful where you stay in this city.,0
944,"i suggest you try this place for yourself,",0
945,I would highly reccommend a hotel called The Phoenix over this place.,0
946,"we would highly recommend the hotel and its hosts for any travelers,",0
947,the breakfast room is in the old winter garden which is a lovely ornate room with a very relaxed atmosphere you don't need much for lunch after that.,0
948,"Yay to do After 2 hours, with the floor manager, if you have ever dealt with this man Matthew Sims, go over it.",1
949,also remember to bring your own travel iron as the hotel does not have one.,0
950,"or you can stroll to las ramblas in 30 minutes, mostly along the beach.",0
951,They'll hold your luggage for you either before your check-in time or after you've checked out but have a few hours to kill before catching your flight.,0
952,for the price and area they should include breakfast at least.,1
953,please be advised that there are steep stairs leading in to this hotel so it would not be suitable for anyone with walking difficulties,1
954,You can catch the monorail a block from the hotel if you want to visit the Seattle Center.,0
955,"The hotel itself was interesting because it is round, the staff were polite, but the hotel itself is very scarce.",1
956,but don't ask the staff for tips or advice and make sure they don't put you into one of the small and dark corner rooms on the inner courtyard.,0
957,Bring a Lan cable for your laptop in the room.,0
958,Do not rely on the staff here,1
959,Request a 6th or 7th floor room facing the water and you'll enjoy a view that most visitors pay through the nose for.,0
960,"If you're going to Seattle, look hard at spending a little extra for another hotel - and you'll probably even end up right in the center of downtown.",0
961,there is a coffee/pastry house just across the street.,0
962,"Please do not use your renovation project as an excuse to make such a lousy job and consider lowering your rating for what it's worth, 2 * 3 and perhaps nothing more.",1
963,"a tip - if you want a really quiet room, ask for one at the back of the hotel above floor 10. we took breakfast every morning in the hotel's restaurant, luques.",0
964,"pleasant staff, pleasant public rooms, pleasant breakfast but if you stay here do not stay in a standard double room-- either stay in a superior room or suite or go to another hotel.",0
965,"if they could improve the service, this would be a top hotel even on a world-level standard.",1
966,"would recommend the ice bar too to any future visitors, tho it was smaller than we thought,",0
967,ask for a room in the back of the hotel or high up.,0
968,Avoid the first floor and you will be fine.,0
969,"Tips: When you take the tram going back to the hotel, make sure it does NOT say Happy Valley or Causeway Bay.",0
970,"Things to bring, aside from the obvious - antibacterial hand soap to your room, spray air freshener conditioning, alarm clock, or just a clock as they have in any of the rooms ,, Cortizone for heat rashes ,, Benadryl to stop the itchy heat rash ... lol ,, face cloths, they arrived one day and never seen again,.",1
971,Perhaps a gem because it is an old property / building and could get some of its original character back with a renovation and a better reception staff.,1
972,"just be aware it is a big tourist city and keep your wits about you - don't flaunt money or cameras, etc..",0
973,Brilliant Hotel - would recommend to anyone.,0
974,If you do want to do any shopping like I said before to the left of the resort there is about 10 little shops.,0
975,the only warning to people generally about barcelona is that the shopping is incredibly good - perhaps amongst the best shopping cities in the world - so beware the smoking credit card!,0
976,there was nothing to make tea / coffee in the room which really should be standard in a 4 star hotel.,1
977,"So, if you ever have a bad experience at this hotel and they promise you something, you better get it in writing because Joanna Turmo will not come to the phone.",0
978,I really advice the hotel,1
979,entry to all discounted if you buy a barcelona turistica bus ticket.,0
980,But given the price I would recommend this one unreservedly.,0
981,a smile or even some recognition when the keys to not hurt).,1
982,This hotel is good if you are just looking to catch some sleep,0
983,"However, if you avoid the second floor rooms and don't mind a little construction noise,",0
984,"make sure you are aware of this, and plan your last day accordingly.",0
985,"if you like to iron your clothes before an evening out, take a travel iron as the hotel does not have one you can use.",0
986,if you're looking for a high end hotel i suggest you go somewhere else.,0
987,"one block walk takes you to the metro, and from there, you are minutes away from everything,",0
988,Must see Getty Centre and the Grove shopping road.,0
989,"They wanted over $300 for 4 days, and we ended up renting at Enterprise for about $125 insurance included , after driving in Puerto Rico I highly recommend taking there insurance,.",0
990,if you like art nouveau this is the place for you.,0
991,The hotel is very old and in need of a lot of work.,1
992,and curtains could do with a touch of color.,1
993,"the room was small, and a little noisy (it was at the front of the hotel next to the main road), if you get a chance ask for a room with a canal view as it will be on the side of the hotel where there's less traffic.",0
994,"otherwise the department store that is just outside the hotel (on the right, looking at the royal palace) has a nice cafeteria.",0
995,"Whilst the room was indeed large, clean and functional it lacked the finishing touches that one expects from 5-star accommodation.",1
996,"Bottom line, if internet access is a factor, stay elsewhere.",0
997,"Yay After 2 hours of dealing with the floor manager, Matthew Sims,If you ever have to deal with this man, go above him.",1
998,"Finally, if you stay here, be very careful when going down into the metro and all of the time you stay on the metro.",0
999,All rooms have tea and coffee would be an advantage ..,1
1000,but the place is in serious need of refurbishment.,1
1001,They could use a little polishing and professional skills of conversation.,1
1002,Avoid this hotel!,0
1003,Just make sure you stay in the remodeled section.,0
1004,ask at the front desk for the coupon and they will be happy to give you this.,0
1005,"Overall, I would not recommend this hotel.",0
1006,"try the ice-bar if you are visiting,",0
1007,keep in mind that the walls are very thin in this hotel.,1
1008,"Most importantly, if you are planning to use the wi-fi internet access, BEWARE.",0
1009,Ate dinner at Georgetown - highly recommended,0
1010,If you think you are going to a American/Canadian 4-5 star resort you would be fooling yourself.,0
1011,if you have been to barcelona and know how to get around-this is a great hotel.,0
1012,a relaxing and very friendly bar lounge and a roof top area that would be great in summer - just a little cool in the december sunshine.,0
1013,"Beware - If paying the buffet breakfast was poor value, Ok for cereals and fruit,poor quality cooked breakfast.",1
1014,"If you can get the price, this is a great stopover and the staff many nice touches have how to get us to the airport a little water for the taxi ride back.",1
1015,"i would love to go back and would definitely recommend it for the ambience, fantastic location, totally amazing staff and all the special treats!",0
1016,La Luna this could dampen noise significantly when they are closing the door so that it fits better in the door frame.,1
1017,"You must either a cart to write the policy on the amount of time new, can by guests or put a DVD player are kept in each room.",1
1018,They do serve drinks upon request in the lobby and you better ask them to do so.,0
1019,i would definitely recommend this hotel to anyone that was traveling to san francisco (and especially if they're looking to shop!).,0
1020,"if you want to me near the station but in a safer, better hotel, you should definitely pay a little more to stay at the renaissance about 1 block away.",0
1021,"For the location, you are much better off at the Hyatt Regency.",0
1022,"so, if you think that you're going to get one of the good ones for certain just because you book a superior room, don't count on it!",0
1023,"for the price, i would definitely stay there again, but recommend a room without a view, as they are quieter.",0
1024,They will also drop you right off at your room if you ask.,0
1025,"Parking at the park house Picpus recommended , 10min walk away from hotel.",0
1026,"if you're looking for a nice, clean hotel, this is not the one for you!",0
1027,The rooms seem to have no heating operation or integrated fan / cooler / heaters that is somewhat of a disadvantage depending on when you visit.,1
1028,"The cave itself is gorgeous but take a swimsuit and change of clothes, you will be wet and muddy upon completion of the tour and a video of your adventure is available for a nominal fee on VHS, CD or DVD.",0
1029,"Could be a real gem, as it received an older building / buildings and could be part of its original character back with some refurbishment and better staff at the front desk.",1
1030,"The price was right, but after the residence I would expect that prices are to be reduced.",1
1031,and my god you had better stock up on juice,0
1032,"so if you have expectations of having a spa in the winter at this marriott, forget it!",0
1033,"The rooms are clean and well, but keep in mind that just paid for accommodation, service not seem to be included.",1
1034,common areas are those you would expect from a 2-3 star hotel - new need a major upgrade.,1
1035,if you want to impress your cab driver - go with the st.,0
1036,"Visiting the convention center - it's less than 10 minutes walk, grab coffee at the French Bakery at Pike's Place before you head into convention hell.",0
1037,Ask for room not facing street.,0
1038,although the marble in the bathrooms could have used a deep cleaning because they had dirt and rust stains.,1
1039,"While the room was large indeed, lacked clean and functional finishing touches you would expect from 5 star accommodation.",1
1040,"if you want only a location then this hotel is your best bet in barcelona for a shopping and walking around location, it's in the middle of all the main shops and restaurants....",0
1041,Bus #1 from the train station is most direct but #25 and #33 will get you there also.,0
1042,"I was happy to get it, but work would have been preferable minibar.",1
1043,Both places are highly recommended.,0
1044,"The rooms are very clean and are the perfect base while exploring the city, ask for a room at the front of the hotel as you get your own personal little balcony.",0
1045,"the hotels location was great especially when you are arriving via train, just oppsite the train station and at the start of damark street.",0
1046,you need to stay in the gotica area away from la ramblas.,0
1047,there are also some lovely boutique shops two minutes away along the canal.,0
1048,and if you go to a supermarket on the ramblas called carrefour you can stock up on the same brand of water the hotel puts in the minibar.,0
1049,Do beware that a soda at the bar will cost you $3.56 before tip,0
1050,"a fantastic caf____/boulanger down the street (ronde du pains), the eiffel tower about a 5-10 minute walk.",0
1051,when in the adjacent building you have to go through an alleyway so bring your coat even when going for beakfast.,0
1052,"We will definately be returning, and recommending it to anyone we know is intending to visit Venice.",0
1053,but some of the staff behind reception need a few lessons in customer service (ie.,1
1054,"the pub the ""last waterhole"" is a great spot if you want to hear live bands & theres lots of different places to eat - hotel v staff were very friendly and helpful,",0
1055,"As other reviewers have mentioned, however, street noise is a factor to be considered.",0
1056,"The breakfast consisted of doughnuts and muffins, if you were quick enough.",1
1057,"For the best breakfast tun left as you leave the hotel and walk up to where the small bridge crosses the road at Grand Central Station under this bridge straight across from the station you get the most fantastic breakfast, be early it gets very busy.",0
1058,"If you go on this trip bring items from your dollar stores ,pencils, markers, coloring books, for gifts for these children and watch their reactions.",0
1059,"pool is great for a midday break between trips around the city, with great views and lots of sun chairs,",0
1060,a 5/10 minute walk from the terminal along a signposted route brings you to the train station where a journey of 20 mins costing eur2.,0
1061,"the breakfast was excellent, but try and track down a bb rate.",0
1062,Do not take the Raymond Hudd suite unless you take both of them,0
1063,"Almost forgot, it is even easier to find it when you arrive at Piazza Roma than the website says, and takes less than 10 minutes to walk even with a case.",0
1064,I would not suggest doing this without fins unless you are VERY strong swimmer and even take caution with fins if you are a strong swimmer.,0
1065,Hotel is down some side streets 5 minute walk away from the main street of La Rambla with its metro stop of Liceu - so you are within easy reach of the rest of the City via the metro.,0
1066,"do not trust them, the staff here",1
1067,we highly recommend the estherea.,0
1068,"The room was fine, but be forewarned, the neighboring Hilton is building a high-rise time share building right next to the Ilikai , Diamond Head side.",1
1069,"do yourself a favor and have an indonesian dinner at tempo doeloe, utrechtestraat 75. try a rice platter which includes portions of 18 different dishes.",0
1070,The reception staff have to go to a Waldorf class manners.,1
1071,"the breakfast buffet has a diverse range, and is good value if included in your booking.",0
1072,"This hotel should not be allowed to call a Sofitel that the rooms are well below standard, but the staff is right up there.",1
1073,There are several better hotels nearby who appreciate your business and will work with you.,0
1074,i would recommend asking for a room with a window to the outside.,0
1075,Rooms needed upgrading badly (and our view was of the roof!) and a good clean!,1
1076,"The hotel decor is very tasteful and trendy, and while the wallpaper may need a tiny bit of work here and there, as has been mentioned before, its really not a big deal.",1
1077,"for a cheaper breakfast, right on the corner of sutter street there is a diner where classic american breakfast is served.",0
1078,There were no facilities to make tea / coffee in the room which really should be standard in a 4 star.,1
1079,"skip the breakfast, the bakery right downstairs is great - it opens at 7am though.",0
1080,Be careful snorkeling at Red Beach.,0
1081,"While the room though was big, clean and functional lacked the finishing touches that you would expect from 5-star accommodation.",1
1082,Chair upholstery must be cleaned.,1
1083,and you can get up early and walk all the way to the golden gate bridge.,0
1084,I do recommand Kaffee Einstein.,0
1085,"The hotel should be a password, give the guests that check-in or at least program to avoid a timeout this frustrating situation.",1
1086,Be careful not to wander into attic late at night though as carpet is very damp.,1
1087,"For meat lovers, I would highly recommend the Brasilian.",0
1088,"If you don't mind walking, you are only a couple blocks from Westlake shopping center and a few blocks from Pike's Marketplace.",0
1089,"if you are a miffy fan (called 'nintje' in holland, and created there) take the no. 5 tram to the miffy shop (called de winkel van nijntje) at beethovenstraat.",0
1090,"The price was right, but after staying- I would expect rates to be reduced.",1
1091,room needs better electricity plugs,1
1092,So dont always think that booking early is the best.,0
1093,"Parking was expensive and there was no elevator in the parking lot, so if you have mobility problems, you should use the valet service.",1
1094,but some of the staff behind the desk need a few kinds of service to the customer (ie.,1
1095,"If you have the chance, go for the brand new Radisson, Hyatt, Marriott or Adlon.",0
1096,If you are flying in I would suggest not renting a car as down Seattle can get crazy  parking is expensive.,0
1097,but some of the staff behind the desk need ie a few hours in customer service (.,1
1098,otherwise just go up between meals and get a few snaps if you want them.,0
1099,"it's a great place for young, old, single and couples, however put on your streetwise hat, because there are hustlers working the ramblas",0
1100,carpets and furniture are in need of renewal.,1
1101,Suggestions: Woodland Park Zoo (fantastic and worth the 10 minute bus drive out of downtown); Anthony's Pier 66 (excellent seafood restaurant on the waterfront) Enjoy your stay at the Moore!,0
1102,and expect to hear noises from most of the rooms - unless you specifically ask for a quiet one!,0
1103,"In addition, the hotel would be advised to forget the waffles, chocolate gifts and water and provide tea and coffee.",1
1104,dont let the expensive prices dupe you into thinking you will be staying at a deluxe hotel it is  re assuringly expensive the staff are few and far between.,0
1105,make sure you take your bike!,0
1106,in-room tea and coffee facilities would be a bonus..,1
1107,"if you don't mind climbing up a small slope, try the shangri-la.",0
1108,you could have got here by a combination of the roissy bus and metro 8,0
1109,"overall not a bad hotel, smart, clean and helpful staff, if you do stay here be sure to lock everything in the safe!",0
1110,"if they could improve the service, this would be a top hotel, even at the world level standard.",1
1111,please be aware though there was no indication that breakfast was not included,1
1112,"Please do not be fooled by the pictures on the internet - If you book this hotel, please expect an 'Allocation on Arrival' service as you will have no idea where you will be placed.",0
1113,"In conclusion, If you are an American planning on going to the Dominican Republic, Think it twice please.",0
1114,If you go over by the to the left of the resort by the shops there is less sea weed.,0
1115,you can have plenty of choice and definitely pick a better option.,0
1116,The hotel is very outdated and needs a lot of work.,1
